title,price,address
近中原夜市套房Ｃ室,6500元,三和二街
A18高鐵站前二房車,24000元,青心路
♥️青埔A19丰城掬翠全新2房車♥️,22000元,圓光路
阿華~青埔高鐵A18世界極優質套房可租補,16000元,高鐵北路二段
*中壢精美2房*,23000元,松仁路
*青埔高鐵精美3房*,31500元,春德路
青埔高鐵精緻3房車,31000元,青溪路一段
星鑽美裝三房車位,45000元,七和一街
青埔永麗花園美商辦,39000元,青境路
中壢SOGO旁｜轉角大面寬透天適補習班、咖啡廳餐飲,65000元,興隆街
中壢高中/古華飯店/分租套房,5600元,民權路二段
青埔近高鐵站金融美商辦,70000元,高鐵站前西路一段
自租~中壢青埔~站前新銳2房車,25800元,青心路
租內壢交流道全新廠辦,91818元,中園路
青埔A18站前新銳景觀3房車,36000元,青心路
青埔國際金融雙星溫馨2房車,40000元,高鐵站前西路一段
正中壢工業區一樓廠辦 桃園土地仲介,360000元,西園路
實踐路大空間好運用含車位,36000元,實踐路
坪婉平推薦~中壢工業區出租一樓廠區480坪,360000元,西園路
青埔精美風1房,24000元,春德路
青埔優質大3房,32000元,領航北路二段
推薦★高鐵溫馨兩房車位,25500元,青心路
內壢交流道附近廠房,160000元,中園路二段
中壢大坪數廠辦出租,120000元,中正路四段
出租~青埔A18青郎社區2房車,25000元,青埔四街
A18站前新銳事務所,24000元,青心路
青埔A18站前新銳2房車,26000元,青心路
租內壢交流道全新廠辦,85572元,中園路
青埔a19美套房,8200元,高鐵南路二段
青埔近高鐵站大三房附傢俱,30000元,青商路
桃園中壢青埔電梯兩房車,25000元,青埔四街
A19全新3房平車★誠可議價★含管理費含汽車清潔費,32000元,文明街
阿華~青埔高鐵A18高質感3房車可租補,34000元,領航南路三段
中壢工業區新穎大面寬廠辦,296000元,中福路二段
阿華~A19青埔4房雙車位景觀戶可寵物,40000元,領航南路一段
中壢永能路優質2房,23000元,永能路
青埔英倫三房有車位,23000元,領航南路四段
可看屋＊近中壢火車站,10500元,中平路
海華高樓採光三房車位,25800元,慈惠三街
站前新銳夢想起飛基地,30000元,青心路
丰城掬翠２房車位可養寵,18000元,圓光路
青埔A18國家大院2房車,24000元,青峰路一段
青埔高鐵優質3房,28000元,永泰路
青埔近高鐵優質兩房,26000元,高鐵站前東路一段
青埔站前辦公室美屋附車位,26000元,青心路
桃園中壢大江工業園區廠房,270600元,內定二十街
中壢工業區-分租廠登RC氣派廠房,820000元,東園路
青埔A18站前新銳二房車,25000元,青心路
環西路辦公室商辦(二),114000元,環西路
環西路辦公室商辦(一),117000元,環西路
*青埔精緻3房*,33000元,青心路
華~高鐵A18優質2房1廳1衛全配含車管,27000元,高鐵站前東路一段
新京站明亮一房一廳附車位,23000元,高鐵站前東路一段
陽光麗墅大透天,23000元,福嶺路二段
青埔A18站前新銳2房車,26000元,青心路
阿華~✨高鐵A18✨青埔站前優質3房含車管,30000元,青雲路
A18高鐵威均天翔超大商辦,78000元,領航南路三段
中壢精緻3房,25000元,永強街
近中壢挑高鋼構廠房(A),250000元,中園路二段
小芸熱推~專任潮+2樺龍2房2廳2衛,25000元,高鐵南路五段
青埔A18站前新銳2房車,26000元,青心路
青埔A18站前新銳2房車,23500元,青心路
青埔A18站前新銳3房車,33000元,青心路
環西路辦公室(三),114000元,環西路
站前新銳精裝2房車全配,28000元,青心路
青埔高鐵A18站前稀有桃大允三房車,45000元,領航北路三段
*青埔精美三房*,30000元,領航南路二段
阿華~青埔A19高樓層華麗裝潢3房車全配,41000元,文智路
*青埔高鐵精緻2房*,21000元,青峰路一段
青埔A19北歐風優質超大3房,75000元,領航北路二段
青埔高鐵優質2房,28000元,青峰路一段
青埔高鐵前【國家大院】清新美兩房｜車位傢俱家電全配,23000元,青峰路一段
青埔高鐵【國家大院】清新美兩房｜車位傢俱家電全配,23000元,青峰路一段
⭐中壢480工業區廠房⭐,360000元,西園路
全新3房★誠可議價★A19站★棒球場★租金含管理費,30000元,文明街
高鐵站★國際金融雙星★指標商辦,95000元,高鐵站前西路一段
中美路發財大空間,70000元,中美路一段
近高鐵站前新銳景觀辦公室,30000元,青心路
✈青埔A18✈景觀3+1房車全配,58000元,青境路
威均晶鑽2F出租,410053元,高鐵南路二段
青埔A18站前新銳2房車,25800元,青心路
青埔A18站前新銳事務所,25000元,青心路
青埔A18 2房.可租補,28000元,青溪路
威均晶鑽337號出租3F,176778元,高鐵南路二段
青埔高鐵站前新銳,25000元,青心路
中壢市中心✨SOGO旁✨機能完善~台水電陽台大套~,14500元,環北路
青埔高鐵站前A+裝潢2房車全配,25500元,青雲路
明日朗朗兩房車,22500元,永泰路
高鐵站威均天翔優質商辦,61000元,領航南路三段
青埔高鐵輕裝潢3房,25000元,領航南路二段
青埔高鐵高樓景觀精裝三房,32000元,青峰路一段
中壢工業區整棟廠房出租~中信房屋黃昭翰,1200000元,北園路
近青埔高鐵站捷運站過嶺3房平面車,25000元,松勤路
青埔A18國際金融核心商辦,75000元,桃園市高鐵站前西路
永麗花園3＋1房,38000元,青境路
威均晶鑽337號出租4F,142668元,高鐵南路二段
青埔A18站前新銳事務所可租車,21500元,青心路
威均晶鑽337號出租2F,353556元,高鐵南路二段
竹風青庭景觀2＋1,32000元,領航北路一段
內壢電梯大樓兩房車位庭院戶含管,25000元,興仁路二段
青埔金融雙星核心商辦,38000元,高鐵站前西路一段
青埔A18站前新銳事務所,23500元,青心路
威均晶鑽3F出租,410053元,高鐵南路二段
世界極兩房雙衛浴平面車位,29000元,高鐵北路二段
【豐禾】(租)青埔高鐵站前三房車,37000元,青商路
【新夢想】杭州麗緻漂亮3房車,31000元,徐州街
站前新銳高樓層3房車(C棟),35000元,青心路
青埔國際金融雙星2房車,34000元,桃園市高鐵站前西路
中壢環中東路店鋪,50000元,環中東路
近成功市場透天,38000元,成功路
租--正工業區-交流道旁-挑高廠房,380000元,新北園路
青埔精選大坪數3房,32000元,領航北路二段
國際高鐵雙子星大平面空間,160000元,高鐵南路二段
國家大院2房車,26000元,青峰路一段
雯雯 「桃園中壢SOGO黃金店面」,45000元,環北路
*青埔A19優質商辦*,181000元,高鐵南路二段
青埔高鐵站前機能齊全商辦用,95000元,高鐵站前西路一段
青埔高鐵優質商辦,112500元,高鐵站前西路一段
中壢夜市王三角金店面,78000元,新明路
中壢好市多廠房(有貨梯、天車),240000元,民族路六段
專任｜內壢環中商圈｜質感三房車,28000元,環中東路
青埔A18全新三房車,28000元,青商路
A19璟都HOME1二房車,26000元,永園路
國家大院2房車,26000元,青峰路一段
青埔A19捷運.丰城掬翠全新三房,29000元,圓光路
青埔優質超大3房,32000元,領航北路二段
青埔Ａ１９旁三房車位,37000元,文智路
近內壢國中美透天,47500元,復華街
新銳2房車,25000元,青心路
站前新銳夢想起飛基地,18000元,青心路
阿華~青埔高鐵A18精美裝潢景觀戶3房車,32000元,青商路
青埔優質住商大樓,200000元,領航南路三段
可寵＊大露臺近高鐵三房,33000元,領航南路二段
近內壢交流道挑高倉庫廠,180000元,中園路二段
高鐵站前高級商辦,60000元,高鐵站前西路一段
國際高鐵金融雙星,35000元,高鐵站前西路一段
A19全新3房雙車★誠可議價★含管理費含汽車清潔費,35000元,文明街
近高鐵青埔精美3房,36000元,青峰路一段
青埔高鐵精美2房,26000元,青心路
青埔A19優質商辦,212000元,高鐵南路二段
站前新鋭景觀二房車,26000元,青心路
青埔A18站前新銳2房車,25000元,青心路
高鐵站前全新美裝潢兩房車出租,27000元,青心路
*青埔A19優質商辦大樓*,61000元,領航南路三段
日勝新京站,26000元,高鐵站前東路一段
內壢全新廠辦園區D1,117300元,中園路
國際高鐵站前商辦,34000元,高鐵站前西路
桃園高鐵站前金融商辦,34000元,高鐵站前西路
站前新銳夢想起飛基地,18500元,青心路
青埔A18景觀3房,29500元,春德路
中壢火車站一樓大面寬店住,32000元,中台路
金融雙星裝潢景觀戶,34000元,高鐵站前西路
威均天翔2＋1房車,26000元,領航南路三段
中壢❤️新生路❤️近A22一樓金店面,65000元,新生路
青埔新京站精美2房,30000元,高鐵站前東路一段
【玖禾】【租】站前廣場A18商辦出租,34000元,高鐵站前西路一段
青埔A18精美3房,29000元,春德路
威均晶鑽1F出租,670000元,高鐵南路二段
青埔高鐵精緻2房,24800元,領航南路一段
青埔國際金融雙星商辦,35000元,高鐵站前西路一段
超級郡溫馨兩房車位,24800元,松信路
中美路二段商辦,200000元,中美路二段
青埔新潤Ａ１８三房,29000元,春德路
中壢中原夜市體育園區稀有透天店面,50000元,中山東路二段
青埔A18｜全新站前新銳2房車家具可談,25000元,青心路
青埔A18新潤君頤店面,58000元,青商路
青埔近高鐵站景觀2房車,40000元,高鐵站前西路一段
(租)青埔A18~站前新銳3房車位,33000元,青山路
中壢高鐵南路全新客貨梯廠房,780000元,福達路二段
中原商圈1+2樓,70000元,中山東路二段
「百坪金店面」中壢環中東路 近體育園區,50000元,環中東路
(廣)信義三角窗▲1+2店面,28000元,廣州路
中壢工業區可分租廠登RC氣浱廠房,820000元,東園路
青埔高鐵A18附家電美裝潢2房車,25000元,青峰路一段
中壢全新RC結構廠房,780000元,福達路
桃園高鐵站前2房車,35000元,高鐵站前西路一段
中壢大同/中平商圈(大時鐘)40坪店面,55000元,大同路
桃園高鐵站前新銳辦公首選,23000元,青心路
中壢車站旁金透店,32000元,中山路
中壢區青埔捷運A19店面出租另有二樓可租,270000元,高鐵南路二段
青埔高鐵全新2房,26000元,高鐵北路二段
海華ＳＯＧＯ新生路金店面,90000元,新生路
【豐禾】(專)青埔時尚苑全新3房車,42000元,青峰路二段
靑埔高鐵2房車,25000元,青埔路一段
A18成家大璽店面,46800元,領航南路四段
租~中壢高鐵南路廠房,850000元,福達路
租｜環北路面寬店面,85000元,環北路
忠福內壢冠世界3房車,27000元,中園路
博愛二路未來雙捷運站店面,80000元,博愛二路
中壢工業區=可分層租=廠登RC氣浱廠房,820000元,東園路
美裝潢三房車位,38000元,成章二街
近青埔Ａ１９站兩房車位,29000元,啟文路二段
大潤發旁全新挑高店面出租,140000元,廣州路
中壢中美路大賣場,89297元,中美路一段
中壢Z12大樓賣場,110109元,中美路一段
(租)中壢高鐵南路廠房,850000元,福達路二段
中壢好市多過嶺臻美｜美裝潢衛浴開窗兩房車,24000元,松信路
【阿嘉】近中壢車站一樓店面,32000元,中山路
中正路金透店,60000元,中正路
福壽九街1F三角窗店住,26000元,福壽九街
A18高鐵站前新鋭高樓2房車,25000元,青心路
青埔領航南路店面,38000元,領航南路四段
正中壢火車站三角窗金店面,230000元,中正路
海華黃金三角大空間,90000元,新生路
中壢SOGO商圈超值金店面,49000元,新生路
國際金融雙星景觀2房車,32000元,桃園市高鐵站前西路
站前高鐵第一排景觀ꕤ京懋睿和簡配全新3+1房雙車位,65000元,領航南路三段
中壢中美路賣場,125076元,中美路一段
青埔IKEA站前三角窗金店面,160000元,青心路
出租~~中壢區公所旁 SOGO成熟商圈店面,40000元,環北路
中壢工業區全新優質廠房,1300000元,北園路
(租)中壢後站中原商圈黃金三角窗店面,140000元,廣州路
商場可餐飲３樓專櫃Ｃ,44010元,中美路一段
青埔高鐵A19店面,200000元,高鐵南路二段
青埔 恆詠美 三角窗店面出租,75000元,青埔路二段
市中心優質辦公室出租,28500元,延平路
青埔高鐵優質商辦用大樓,451000元,高鐵南路三段
已出租了~~❤️超大地坪透天❤️地95坪,80000元,民族路三段
商場可餐飲Ｂ１專櫃Ａ,125076元,中美路一段
青埔Ａ１８大面寬店面,50000元,領航南路四段
中壢中美路大賣場,44010元,中美路一段
A18全新挑高店面1＋2樓,82000元,青昇二街
中壢體育園區稀有一樓辦公室+地下室,25000元,環中東路二段
中壢SOGO海華大帝商圈精華圈精緻店面,86000元,九和二街
中壢中原大潤發三角窗金店面,140000元,廣州路
【森禾團隊】中壢體育園區金店面,76000元,環中東路二段
海華黃金三角窗透店,200000元,新生路
【豐禾】(租)青埔A18新潤君頤景觀兩房車,26000元,青商路
站前新銳金店面,140000元,青心路
京懋睿和火熱店面,100000元,領航南路三段
透店出租⭐餐飲零售辦公門市(附近好停車),50000元,環北路
海華ＳＯＧＯ大帝店面,90000元,九和二街
商場可餐飲Ｂ１專櫃Ｂ,65838元,中美路一段
中壢工業區大透店 適診所.辦公.教室,18000元,吉林路
中壢車站旁一樓黃金店面,150000元,中正路
海華黃金三角窗,110000元,新生路
中壢Z12大樓賣場,65838元,中美路一段
(租)華勛商圈大地坪透天2~3樓,25000元,仁德三街
一樓金店面❤️中壢❤️新生路❤️近A22,65000元,新生路
過嶺商圈角間店面,180000元,松義路
湯城世紀中華路店面,52000元,中華路一段
面青埔國中學區宅ꕤ天麒宏竹雙衛浴開窗全新簡配三房車,26000元,永信路
全新金店面文武行皆宜,29000元,榮民路
【國家大院】青埔高鐵A18站裝潢家具電2房車,26000元,青峰路一段
［稀有釋出］SOGO商圈店面,38000元,九和三街
A19青埔4房2廳2衛可養寵物,39800元,領航南路一段
近Ａ２２海華中壢車站透店,136534元,廣安街
青埔世界極店面,40000元,高鐵北路二段
商場可餐飲２樓專櫃Ｂ,89297元,中美路一段
高鐵站前中悅ITC商辦,115000元,中悅ITC
高鐵站前廣場金店面,75000元,領航南路三段
中壢車站旁整棟黃金店面,300000元,中正路
威均晶鑽A19黃金大店面,500000元,高鐵南路二段
青埔A19黃金大店面,300000元,高鐵南路二段
青埔A18【桃園高鐵】2房車,26000元,青峰路一段
青埔高鐵金店面,66000元,青昇路
中壢全新挑高店面,45000元,龍慈路
內壢火車站前1樓金店面,40000元,中華路一段
阿華-青埔近高鐵A18 世界極1樓店面(已裝潢),54000元,高鐵北路二段
近中壢區公所正環北路雙面店,99000元,環北路
青埔中ＩＴＣ豪華商辦,138000元,領航南路三段
A18全新1＋2挑高金店面,74000元,領航南路四段
中壢精美金店面,30000元,新中北路二段
中壢高鐵南路合法整棟RC廠房(可廠登),780000元,福達路二段
內壢三房近火車站/全新裝潢家電/可租補,25000元,永強街
*中壢全新挑高店面*,68000元,中山東路三段
青埔高鐵優質商辦店面,160000元,高鐵站前西路一段
中壢SOGO商圈、海華大帝優質店面,100000元,元化路
好市多2250廠房,1080000元,過嶺路二段
【實德~璞園的家/面寬型店面】適文武百業,80000元,青心路
高鐵站★布拉格商辦★一樓挑高辦公室╱店面,55000元,青峰路一段
青埔高鐵店面,49500元,高鐵站前西路一段
青埔宏普時尚苑店面,39800元,青峰路二段
中壢SOGO海華大帝精華街/精緻店面,86000元,九和二街
青埔A19黃金店面,300000元,高鐵南路二段
自由之丘金店面,40000元,高鐵站前西路二段
商場可餐飲２樓專櫃Ａ,110109元,中美路一段
中壢車站大空間優質店面,120000元,中正路
中壢工業區分租RC氣浱廠房-可廠登出租1樓2樓4樓,820000元,東園路
市中心A22老街溪捷運站一樓金店面+車位,68000元,永嘉街
中壢近省道260乙工廠房,145000元,榮民路
青埔A19優質商辦店面,145900元,高鐵南路二段
青埔Ａ１８林立寬和金店面,48000元,領航南路四段
青埔高鐵店面*近青埔國中*,397400元,領航北路二段
新生路 環北路口臨路店面,40000元,新生路
青埔Ａ１８林立寬和金店面,48000元,領航南路四段
近日月光署桃醫湯城世紀領袖透店可合法當二房東,52000元,中華路一段
青埔Ａ１８林立寬和金店面,48000元,領航南路四段
中原弘揚路近七米店面,60000元,弘揚路
**青埔高鐵店面**,72000元,高鐵北路二段
站前新銳兩房車位,27000元,青心路
青埔A17金店面,43000元,領航南路四段
中悅ITC豪華商辦,1459260元,領航南路三段
青埔宏普時尚苑小坪數金店面,37000元,青峰路二段
晨光✔中壢前站中正路燙金店面(整棟),200000元,中正路
中壢車站黃金店面,100000元,建國路
步行高鐵六分鐘ꕤ國家大院全配兩房B2車位,25000元,青峰路一段
億聲科技園區廠辦(出租),95700元,中園路
中壢龍岡｜中壢後站｜租金含管裝潢2房車,25000元,龍岡路三段
高鐵A18捷運金店面,100000元,領航南路三段
正體育園區【恩至大時代】電梯別墅店面招租,70000元,中山東路二段
A19對面★威均晶鑽★搶錢店面,145000元,高鐵南路二段
新視界B4車位,3500元,嘉興二街
大江稀有邊間透天,33000元,內定二十街
⭐(專)中壢中華路1089店面廠房⭐,800000元,中華路二段
青埔高鐵站前全新裝潢3房車,35000元,青心路
急租站前新銳A棟6樓,18000元,青心路
青埔特區誠佳品學3房車,35000元,民權路四段
青埔宜家旁黃金店面出租｜站前新銳・高人流・商機無限,98000元,青心路
內壢車站忠孝路精華區大店面,280000元,忠孝路
中壢大潤發旁全新廠辦,140000元,廣州路
青埔A18站前新銳金店面,80000元,青心路
正大光明大空間辦公店面,55000元,正光街
中壢火車站 大面寬店面,120000元,成章一街
內壢環中音樂季三房車位,28000元,環中東路
內壢前站百坪正文化路透天店面,150000元,文化路
近中壢後站飯店式管理2+1房車位,25000元,龍岡路三段
晨光中壢火車站前人潮錢潮金店面(整棟),200000元,中正路
中原商圈新識界邊間商辦雙車位(車位可分租).大潤發,88000元,廣州路
青埔Ａ１８京懋睿和美景屋,65000元,領航南路三段
國際金融雙星,32000元,高鐵站前西路一段
出租~~近中原大學環中東路店面,25000元,協同街
☎蛋媽推薦☎中壢後站☎健行科大☎三角窗大面寬金店面,88000元,環中東路二段
(可租補)青埔A19電梯兩房車,22000元,永泰路
佳瑞M＋三房雙車,27000元,高鐵站前東路二段
體育園區★龍慈路★鼎藏青境★黃金店面,45000元,龍慈路
青商路良茂３房車位,27000元,青商路
傳世御苑黃金透店,60000元,華美一路
ｓｏｇｏ百貨旁美麗店面,35000元,九和五街
【阿嘉】中壢後站平房約23平開放+3車位,28000元,中山東路一段
一品閣美套房不可租補,25500元,高鐵南路二段
中壢SOGO商圈｜海華大地金店面,120000元,元化路
高鐵桃園站--電梯大坪數透天雙金店面,250000元,高鐵北路二段
依莎美學高樓三房車位,37000元,新中二街
中壢海華優質金店面,82000元,九和二街
國家大院機捷高鐵2房車,28000元,青峰路一段
A19明日禾禾 兩房車,25800元,領航南路一段
體育園區旁鼎藏青昕店面,42000元,龍慈路
青埔A18京懋睿和｜高鐵站前3+1雙主臥雙車,65000元,領航南路三段
青埔中悅ＩＴＣ豪華商辦２,175000元,領航南路三段
【玖禾】【租】A18高鐵站前景觀雙車優質商辦,34000元,高鐵站前西路一段
晨光 # 中壢站前燙金角店,200000元,中正路
聯上３Ｑ大坪數金店面,59000元,領航北路二段
中壢SOGO商圈店面,38000元,九和三街
正忠孝路雙併黃金大店面,300000元,忠孝路
【豐禾】(租)青埔A18日和花園質感三房車,30000元,青商路
阿華~青埔威均天翔稀有三角窗黃金店面(另有商辦),210000元,領航南路三段
⭐中壢近省道260乙工廠房⭐,145000元,榮民路
正10米興仁路大面寬店面出租,37000元,興仁路二段
阿華~青埔高鐵青商路力璞棧黃金店面出租,65000元,青商路
【體育園區旁】中壢環中東路店面,50000元,環中東路
近青埔國中民權路四段全新店面隔壁可打通一起租,55000元,民權路四段
稀有使用大空間超過50坪透天路邊店面,100000元,文化路
近青埔國中民權路四段全新店面邊間大面寬,75000元,民權路四段
租內壢交流道全新廠辦,93000元,中園路
站前新銳事務所,28000元,青心路
